* am done with page_titles sitelinks. 6898 titles. 0:00:10.872483
* an done with page_titles sitelinks. 20251 titles. 0:00:11.865315
* ang done with page_titles sitelinks. 3660 titles. 0:00:10.711107
* ar done with page_titles sitelinks. 210399 titles. 0:00:16.631224
* arc done with page_titles sitelinks. 2338 titles. 0:00:11.525855
* arz done with page_titles sitelinks. 102065 titles. 0:00:14.190990
* as done with page_titles sitelinks. 6962 titles. 0:00:11.017170
* ast done with page_titles sitelinks. 40326 titles. 0:00:11.715966
* atj done with page_titles sitelinks. 637 titles. 0:00:11.038007
* av done with page_titles sitelinks. 2594 titles. 0:00:10.839966
* ay done with page_titles sitelinks. 4066 titles. 0:00:10.990566
* az done with page_titles sitelinks. 50371 titles. 0:00:12.310938
* azb done with page_titles sitelinks. 64491 titles. 0:00:12.563229
502960 intersections calculated.
* ba done with page_titles sitelinks. 17586 titles. 0:00:11.426342
* bar done with page_titles sitelinks. 11990 titles. 0:00:11.117726
* bat_smg done with page_titles sitelinks. 9951 titles. 0:00:10.975343
* bcl done with page_titles sitelinks. 8305 titles. 0:00:12.624191
* be done with page_titles sitelinks. 66899 titles. 0:00:12.559745
* be_x_old done with page_titles sitelinks. 36728 titles. 0:00:11.759976
* bg done with page_titles sitelinks. 85987 titles. 0:00:12.881346
* bh done with page_titles sitelinks. 10217 titles. 0:00:10.910304
* bi done with page_titles sitelinks. 1852 titles. 0:00:10.869417
* bjn done with page_titles sitelinks. 2937 titles. 0:00:11.097391
* bm done with page_titles sitelinks. 934 titles. 0:00:11.040615
* bn done with page_titles sitelinks. 48443 titles. 0:00:11.980077
* bo done with page_titles sitelinks. 3199 titles. 0:00:10.997043
* bpy done with page_titles sitelinks. 9118 titles. 0:00:11.306206
* br done with page_titles sitelinks. 29130 titles. 0:00:11.638980
* bs done with page_titles sitelinks. 33197 titles. 0:00:11.747379
* bug done with page_titles sitelinks. 1433 titles. 0:00:11.175167
* bxr done with page_titles sitelinks. 2934 titles. 0:00:13.157954
* ca done with page_titles sitelinks. 143427 titles. 0:00:14.187025
* cbk_zam done with page_titles sitelinks. 3573 titles. 0:00:10.964034
502960 intersections calculated.
* cdo done with page_titles sitelinks. 6446 titles. 0:00:10.909531
* ce done with page_titles sitelinks. 16586 titles. 0:00:12.285420
* ceb done with page_titles sitelinks. 118569 titles. 0:00:39.434687
* ch done with page_titles sitelinks. 591 titles. 0:00:14.889768
* cho done with page_titles sitelinks. 14 titles. 0:00:10.865280
* chr done with page_titles sitelinks. 1700 titles. 0:00:11.048428
* chy done with page_titles sitelinks. 672 titles. 0:00:10.761240
* ckb done with page_titles sitelinks. 16496 titles. 0:00:11.115164
* co done with page_titles sitelinks. 5173 titles. 0:00:11.105397
* cr done with page_titles sitelinks. 192 titles. 0:00:10.849473
* crh done with page_titles sitelinks. 3501 titles. 0:00:11.054701
* cs done with page_titles sitelinks. 117072 titles. 0:00:13.922785
* csb done with page_titles sitelinks. 4375 titles. 0:00:11.211500
* cu done with page_titles sitelinks. 1096 titles. 0:00:10.790985
* cv done with page_titles sitelinks. 14776 titles. 0:00:11.165594
* cy done with page_titles sitelinks. 34170 titles. 0:00:11.784102
* da done with page_titles sitelinks. 82979 titles. 0:00:12.977604
* de done with page_titles sitelinks. 325488 titles. 0:00:23.033384
* din done with page_titles sitelinks. 518 titles. 0:00:11.955849
* diq done with page_titles sitelinks. 10679 titles. 0:00:11.349070
502960 intersections calculated.
* dsb done with page_titles sitelinks. 3676 titles. 0:00:10.833409
* dty done with page_titles sitelinks. 4209 titles. 0:00:10.737006
* dv done with page_titles sitelinks. 3300 titles. 0:00:10.745513
* dz done with page_titles sitelinks. 446 titles. 0:00:10.777644
* ee done with page_titles sitelinks. 887 titles. 0:00:10.744740
* el done with page_titles sitelinks. 65817 titles. 0:00:12.166341
* eml done with page_titles sitelinks. 5727 titles. 0:00:11.989909
* en done with page_titles sitelinks. 654589 titles. 0:00:39.469120
* eo done with page_titles sitelinks. 86165 titles. 0:00:17.474008
* es done with page_titles sitelinks. 311943 titles. 0:00:25.908379
* et done with page_titles sitelinks. 65990 titles. 0:00:13.694337
* eu done with page_titles sitelinks. 87625 titles. 0:00:13.713808
* ext done with page_titles sitelinks. 4268 titles. 0:00:11.382789
* fa done with page_titles sitelinks. 165455 titles. 0:00:17.344306
* ff done with page_titles sitelinks. 577 titles. 0:00:11.652066
* fi done with page_titles sitelinks. 128118 titles. 0:00:14.961230
* fiu_vro done with page_titles sitelinks. 4638 titles. 0:00:10.988246
* fj done with page_titles sitelinks. 1405 titles. 0:00:10.774913
* fo done with page_titles sitelinks. 10618 titles. 0:00:11.022073
* fr done with page_titles sitelinks. 374755 titles. 0:00:30.937204
502960 intersections calculated.
* frp done with page_titles sitelinks. 4219 titles. 0:00:11.823641
* frr done with page_titles sitelinks. 7524 titles. 0:00:10.874151
* fur done with page_titles sitelinks. 4206 titles. 0:00:10.850008
* fy done with page_titles sitelinks. 20720 titles. 0:00:11.216440
* ga done with page_titles sitelinks. 24090 titles. 0:00:11.269829
* gag done with page_titles sitelinks. 2545 titles. 0:00:10.756994
* gan done with page_titles sitelinks. 4544 titles. 0:00:10.735787
* gd done with page_titles sitelinks. 10592 titles. 0:00:11.001701
* gl done with page_titles sitelinks. 57257 titles. 0:00:12.129776
* glk done with page_titles sitelinks. 1099 titles. 0:00:10.975125
* gn done with page_titles sitelinks. 4712 titles. 0:00:10.773832
* gom done with page_titles sitelinks. 2405 titles. 0:00:10.796815
* gor done with page_titles sitelinks. 2146 titles. 0:00:10.799291
* got done with page_titles sitelinks. 1180 titles. 0:00:10.850682
* gu done with page_titles sitelinks. 12889 titles. 0:00:11.088006
* gv done with page_titles sitelinks. 5324 titles. 0:00:10.865102
* ha done with page_titles sitelinks. 6018 titles. 0:00:11.003631
* hak done with page_titles sitelinks. 8991 titles. 0:00:11.115093
* haw done with page_titles sitelinks. 1641 titles. 0:00:10.769789
* he done with page_titles sitelinks. 86750 titles. 0:00:12.866839
502960 intersections calculated.
* hi done with page_titles sitelinks. 50374 titles. 0:00:12.121758
* hif done with page_titles sitelinks. 7020 titles. 0:00:10.941220
* ho done with page_titles sitelinks. 3 titles. 0:00:10.724517
* hr done with page_titles sitelinks. 67149 titles. 0:00:12.201676
* hsb done with page_titles sitelinks. 8285 titles. 0:00:10.938491
* ht done with page_titles sitelinks. 12065 titles. 0:00:11.200610
* hu done with page_titles sitelinks. 118193 titles. 0:00:14.900133
* hy done with page_titles sitelinks. 82309 titles. 0:00:12.641470
* hz done with page_titles sitelinks. 2 titles. 0:00:10.956262
* ia done with page_titles sitelinks. 11116 titles. 0:00:11.107014
* id done with page_titles sitelinks. 128437 titles. 0:00:14.059479
* ie done with page_titles sitelinks. 4940 titles. 0:00:12.077905
* ig done with page_titles sitelinks. 2507 titles. 0:00:10.961909
* ii done with page_titles sitelinks. 30 titles. 0:00:10.769397
* ik done with page_titles sitelinks. 498 titles. 0:00:10.981634
* ilo done with page_titles sitelinks. 10180 titles. 0:00:11.070918
* inh done with page_titles sitelinks. 1601 titles. 0:00:10.857232
* io done with page_titles sitelinks. 19123 titles. 0:00:11.261348
* is done with page_titles sitelinks. 24755 titles. 0:00:11.403962
* it done with page_titles sitelinks. 276037 titles. 0:00:19.032837
502960 intersections calculated.
* iu done with page_titles sitelinks. 791 titles. 0:00:11.517462
* ja done with page_titles sitelinks. 150290 titles. 0:00:16.635245
* jam done with page_titles sitelinks. 2440 titles. 0:00:11.250488
* jbo done with page_titles sitelinks. 2082 titles. 0:00:10.881426
* jv done with page_titles sitelinks. 30239 titles. 0:00:11.822533
* ka done with page_titles sitelinks. 58611 titles. 0:00:12.169891
* kaa done with page_titles sitelinks. 2549 titles. 0:00:11.113296
* kab done with page_titles sitelinks. 4337 titles. 0:00:11.058675
* kbd done with page_titles sitelinks. 1527 titles. 0:00:11.264924
* kbp done with page_titles sitelinks. 2953 titles. 0:00:11.585858
* kg done with page_titles sitelinks. 1474 titles. 0:00:10.985446
* ki done with page_titles sitelinks. 1163 titles. 0:00:11.077472
* kj done with page_titles sitelinks. 6 titles. 0:00:11.109181
* kk done with page_titles sitelinks. 50851 titles. 0:00:12.711717
* kl done with page_titles sitelinks. 1579 titles. 0:00:11.062166
* km done with page_titles sitelinks. 3800 titles. 0:00:11.108958
* kn done with page_titles sitelinks. 18032 titles. 0:00:11.267242
* ko done with page_titles sitelinks. 112573 titles. 0:00:13.949712
* koi done with page_titles sitelinks. 1602 titles. 0:00:11.288342
* kr done with page_titles sitelinks. 2 titles. 0:00:10.970097
502960 intersections calculated.
* krc done with page_titles sitelinks. 2239 titles. 0:00:11.089159
* ks done with page_titles sitelinks. 931 titles. 0:00:11.402373
* ksh done with page_titles sitelinks. 2703 titles. 0:00:11.037898
* ku done with page_titles sitelinks. 13878 titles. 0:00:11.393363
* kv done with page_titles sitelinks. 4397 titles. 0:00:10.770319
* kw done with page_titles sitelinks. 4144 titles. 0:00:10.946490
* ky done with page_titles sitelinks. 19313 titles. 0:00:11.634072
* la done with page_titles sitelinks. 49963 titles. 0:00:11.960797
* lad done with page_titles sitelinks. 3210 titles. 0:00:10.834873
* lb done with page_titles sitelinks. 24799 titles. 0:00:12.092754
* lbe done with page_titles sitelinks. 1117 titles. 0:00:10.922868
* lez done with page_titles sitelinks. 3590 titles. 0:00:10.898929
* lg done with page_titles sitelinks. 1036 titles. 0:00:10.899867
* li done with page_titles sitelinks. 9841 titles. 0:00:10.947294
* lfn done with page_titles sitelinks. 4408 titles. 0:00:10.751473
* lij done with page_titles sitelinks. 4095 titles. 0:00:10.910134
* lmo done with page_titles sitelinks. 22173 titles. 0:00:11.281424
* ln done with page_titles sitelinks. 3385 titles. 0:00:10.795796
* lo done with page_titles sitelinks. 3225 titles. 0:00:10.904728
* lrc done with page_titles sitelinks. 1674 titles. 0:00:10.957089
502960 intersections calculated.
* lt done with page_titles sitelinks. 67250 titles. 0:00:12.352969
* ltg done with page_titles sitelinks. 1017 titles. 0:00:10.928917
* lv done with page_titles sitelinks. 44198 titles. 0:00:11.769607
* mai done with page_titles sitelinks. 12195 titles. 0:00:10.921057
* map_bms done with page_titles sitelinks. 7233 titles. 0:00:10.952188
* mdf done with page_titles sitelinks. 1200 titles. 0:00:10.827633
* mg done with page_titles sitelinks. 24818 titles. 0:00:11.368932
* mh done with page_titles sitelinks. 16 titles. 0:00:10.778388
* mhr done with page_titles sitelinks. 4430 titles. 0:00:11.023179
* mi done with page_titles sitelinks. 1891 titles. 0:00:10.994107
* min done with page_titles sitelinks. 6080 titles. 0:00:11.953543
* mk done with page_titles sitelinks. 41519 titles. 0:00:11.921811
* ml done with page_titles sitelinks. 39580 titles. 0:00:11.754104
* mn done with page_titles sitelinks. 14165 titles. 0:00:11.270510
* mr done with page_titles sitelinks. 32987 titles. 0:00:11.420521
* mrj done with page_titles sitelinks. 3894 titles. 0:00:11.027870
* ms done with page_titles sitelinks. 103000 titles. 0:00:12.791215
* mt done with page_titles sitelinks. 3939 titles. 0:00:10.985677
* mus done with page_titles sitelinks. 3 titles. 0:00:10.845374
* mwl done with page_titles sitelinks. 3854 titles. 0:00:10.854390
502960 intersections calculated.
* my done with page_titles sitelinks. 11762 titles. 0:00:11.611408
* myv done with page_titles sitelinks. 3895 titles. 0:00:11.134842
* mzn done with page_titles sitelinks. 6082 titles. 0:00:10.912346
* na done with page_titles sitelinks. 1780 titles. 0:00:11.058094
* nah done with page_titles sitelinks. 4616 titles. 0:00:11.011461
* zh_min_nan done with page_titles sitelinks. 77942 titles. 0:00:12.777598
* nap done with page_titles sitelinks. 10070 titles. 0:00:11.252472
* nds done with page_titles sitelinks. 13319 titles. 0:00:11.248261
* nds_nl done with page_titles sitelinks. 5173 titles. 0:00:10.872906
* ne done with page_titles sitelinks. 18193 titles. 0:00:11.097486
* new done with page_titles sitelinks. 10860 titles. 0:00:11.135778
* ng done with page_titles sitelinks. 76 titles. 0:00:10.879453
* nl done with page_titles sitelinks. 220605 titles. 0:00:20.726521
* nn done with page_titles sitelinks. 52299 titles. 0:00:14.716663
* no done with page_titles sitelinks. 129979 titles. 0:00:14.422826
* nov done with page_titles sitelinks. 2414 titles. 0:00:11.434773
* nrm done with page_titles sitelinks. 3406 titles. 0:00:10.878057
* nso done with page_titles sitelinks. 4667 titles. 0:00:10.836858
* nv done with page_titles sitelinks. 2328 titles. 0:00:11.247585
* ny done with page_titles sitelinks. 751 titles. 0:00:10.937740
502960 intersections calculated.
* oc done with page_titles sitelinks. 30685 titles. 0:00:11.762365
* olo done with page_titles sitelinks. 3319 titles. 0:00:10.870296
* om done with page_titles sitelinks. 1252 titles. 0:00:10.848280
* or done with page_titles sitelinks. 11890 titles. 0:00:11.212373
* os done with page_titles sitelinks. 7239 titles. 0:00:10.895510
* pa done with page_titles sitelinks. 27897 titles. 0:00:11.397056
* pag done with page_titles sitelinks. 3094 titles. 0:00:11.114730
* pam done with page_titles sitelinks. 7536 titles. 0:00:10.917514
* pap done with page_titles sitelinks. 2304 titles. 0:00:10.809175
* pcd done with page_titles sitelinks. 2657 titles. 0:00:10.942436
* pdc done with page_titles sitelinks. 1770 titles. 0:00:11.003867
* pfl done with page_titles sitelinks. 957 titles. 0:00:11.409886
* pi done with page_titles sitelinks. 1431 titles. 0:00:10.799794
* pih done with page_titles sitelinks. 1542 titles. 0:00:10.862195
* pl done with page_titles sitelinks. 255238 titles. 0:00:18.406951
* pms done with page_titles sitelinks. 20708 titles. 0:00:11.855056
* pnb done with page_titles sitelinks. 32111 titles. 0:00:11.335899
* pnt done with page_titles sitelinks. 841 titles. 0:00:11.063712
* ps done with page_titles sitelinks. 8183 titles. 0:00:11.233578
* pt done with page_titles sitelinks. 204401 titles. 0:00:16.793008
502960 intersections calculated.
* qu done with page_titles sitelinks. 14516 titles. 0:00:11.772763
* rm done with page_titles sitelinks. 4098 titles. 0:00:10.931067
* rmy done with page_titles sitelinks. 736 titles. 0:00:10.855198
* rn done with page_titles sitelinks. 459 titles. 0:00:10.757445
* ro done with page_titles sitelinks. 104491 titles. 0:00:13.146889
* roa_rup done with page_titles sitelinks. 1797 titles. 0:00:11.096182
* roa_tara done with page_titles sitelinks. 7100 titles. 0:00:10.970231
* ru done with page_titles sitelinks. 292348 titles. 0:00:20.194216
* rue done with page_titles sitelinks. 5663 titles. 0:00:11.633490
* rw done with page_titles sitelinks. 2451 titles. 0:00:10.836355
* sa done with page_titles sitelinks. 9435 titles. 0:00:11.139536
* sah done with page_titles sitelinks. 7634 titles. 0:00:11.107942
* sc done with page_titles sitelinks. 6072 titles. 0:00:11.216697
* scn done with page_titles sitelinks. 17740 titles. 0:00:11.796256
* sco done with page_titles sitelinks. 37408 titles. 0:00:11.299468
* sd done with page_titles sitelinks. 9292 titles. 0:00:11.044602
* se done with page_titles sitelinks. 6637 titles. 0:00:10.837229
* sg done with page_titles sitelinks. 621 titles. 0:00:10.821336
* sh done with page_titles sitelinks. 85240 titles. 0:00:13.229186
* si done with page_titles sitelinks. 9398 titles. 0:00:11.298099
502960 intersections calculated.
* simple done with page_titles sitelinks. 80552 titles. 0:00:12.651626
* sk done with page_titles sitelinks. 55926 titles. 0:00:12.387840
* sl done with page_titles sitelinks. 52186 titles. 0:00:12.320859
* sm done with page_titles sitelinks. 1736 titles. 0:00:11.013072
* sn done with page_titles sitelinks. 2334 titles. 0:00:10.868479
* so done with page_titles sitelinks. 4884 titles. 0:00:11.016814
* sq done with page_titles sitelinks. 35288 titles. 0:00:11.771198
* sat done with page_titles sitelinks. 5423 titles. 0:00:10.971916
* sr done with page_titles sitelinks. 105147 titles. 0:00:14.351653
* srn done with page_titles sitelinks. 1312 titles. 0:00:11.138372
* ss done with page_titles sitelinks. 1081 titles. 0:00:11.064907
* st done with page_titles sitelinks. 1214 titles. 0:00:11.051709
* stq done with page_titles sitelinks. 4105 titles. 0:00:11.050932
* su done with page_titles sitelinks. 14254 titles. 0:00:11.408377
* sv done with page_titles sitelinks. 204899 titles. 0:00:25.995838
* sw done with page_titles sitelinks. 27695 titles. 0:00:13.625824
* szl done with page_titles sitelinks. 6716 titles. 0:00:11.381438
* ta done with page_titles sitelinks. 47550 titles. 0:00:12.205230
* tcy done with page_titles sitelinks. 1450 titles. 0:00:10.957232
* te done with page_titles sitelinks. 22106 titles. 0:00:11.695143
502960 intersections calculated.
* tet done with page_titles sitelinks. 1490 titles. 0:00:10.846494
* tg done with page_titles sitelinks. 22652 titles. 0:00:11.712090
* th done with page_titles sitelinks. 49751 titles. 0:00:12.204166
* ti done with page_titles sitelinks. 509 titles. 0:00:10.634620
* tk done with page_titles sitelinks. 5102 titles. 0:00:10.942436
* tl done with page_titles sitelinks. 33903 titles. 0:00:11.556068
* tn done with page_titles sitelinks. 1157 titles. 0:00:10.961405
* to done with page_titles sitelinks. 596 titles. 0:00:10.706417
* tpi done with page_titles sitelinks. 1890 titles. 0:00:10.767240
* tr done with page_titles sitelinks. 109224 titles. 0:00:12.845098
* ts done with page_titles sitelinks. 1171 titles. 0:00:10.848466
* tt done with page_titles sitelinks. 24025 titles. 0:00:11.318602
* tum done with page_titles sitelinks. 681 titles. 0:00:11.069128
* tw done with page_titles sitelinks. 1007 titles. 0:00:10.769598
* ty done with page_titles sitelinks. 1171 titles. 0:00:10.789065
* tyv done with page_titles sitelinks. 1538 titles. 0:00:10.820732
* udm done with page_titles sitelinks. 3605 titles. 0:00:10.947577
* ug done with page_titles sitelinks. 4077 titles. 0:00:10.862381
* uk done with page_titles sitelinks. 193185 titles. 0:00:17.115047
* ur done with page_titles sitelinks. 63494 titles. 0:00:12.791842
502960 intersections calculated.
* uz done with page_titles sitelinks. 39414 titles. 0:00:11.872471
* ve done with page_titles sitelinks. 679 titles. 0:00:10.818976
* vec done with page_titles sitelinks. 20986 titles. 0:00:11.207040
* vep done with page_titles sitelinks. 5505 titles. 0:00:10.890061
* vi done with page_titles sitelinks. 110877 titles. 0:00:15.783941
* vls done with page_titles sitelinks. 4540 titles. 0:00:11.355400
* vo done with page_titles sitelinks. 27603 titles. 0:00:11.925572
* wa done with page_titles sitelinks. 5918 titles. 0:00:10.882586
* war done with page_titles sitelinks. 46973 titles. 0:00:14.791004
* wo done with page_titles sitelinks. 1789 titles. 0:00:11.276721
* wuu done with page_titles sitelinks. 24140 titles. 0:00:11.323609
* xal done with page_titles sitelinks. 2942 titles. 0:00:10.856115
* xh done with page_titles sitelinks. 1573 titles. 0:00:10.729959
* xmf done with page_titles sitelinks. 12487 titles. 0:00:11.024535
* yi done with page_titles sitelinks. 10121 titles. 0:00:13.490561
* yo done with page_titles sitelinks. 16342 titles. 0:00:11.261429
* za done with page_titles sitelinks. 2692 titles. 0:00:10.808129
* zea done with page_titles sitelinks. 3445 titles. 0:00:10.817174
* zh done with page_titles sitelinks. 200232 titles. 0:00:16.813524
* zh_classical done with page_titles sitelinks. 6421 titles. 0:00:11.536635
502960 intersections calculated.
* zh_yue done with page_titles sitelinks. 36724 titles. 0:00:11.434380
* zu done with page_titles sitelinks. 3330 titles. 0:00:10.831384
* shn done with page_titles sitelinks. 1469 titles. 0:00:10.813777
* hyw done with page_titles sitelinks. 6546 titles. 0:00:10.867696
* mnw done with page_titles sitelinks. 392 titles. 0:00:10.949617
* nqo done with page_titles sitelinks. 530 titles. 0:00:10.795682
* ban done with page_titles sitelinks. 4093 titles. 0:00:10.759778
* gcr done with page_titles sitelinks. 2340 titles. 0:00:10.812937
* szy done with page_titles sitelinks. 1375 titles. 0:00:10.735158
226332 intersections calculated.
aa	Afar	0:00:28.318220	done	2020-07-11 10:19:28.661750
ab	Abkhaz	0:00:27.976528	done	2020-07-11 10:19:56.640414
ace	Acehnese	0:00:13.417640	done	2020-07-11 10:20:10.058865
ady	Adyghe	0:00:11.521534	done	2020-07-11 10:20:21.581730
af	Afrikaans	0:00:22.842937	done	2020-07-11 10:20:44.425238
ak	Akan language	0:00:13.356112	done	2020-07-11 10:20:57.781954
als	Alemannic	0:00:14.981209	done	2020-07-11 10:21:12.764342
am	Amharic	0:00:12.132024	done	2020-07-11 10:21:24.897481
an	Aragonese	0:00:17.398324	done	2020-07-11 10:21:42.296393
ang	Old English	0:00:12.276566	done	2020-07-11 10:21:54.573504
ar	Arabic	0:01:15.080239	done	2020-07-11 10:23:09.654444
arc	Aramaic	0:00:11.669000	done	2020-07-11 10:23:21.324158
arz	Egyptian Arabic	0:00:40.567250	done	2020-07-11 10:24:01.892530
